family,organism,fasta_path,uniprot_accession,reference_gene_symbol,gene_id,gene_symbol,gene_name,transcript_id,transcript_name,seqid,strand,transcript_start,transcript_end,transcript_span,exon_count,mean_exon_length,total_exon_bases,intron_count,mean_intron_length
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_017589697.2,XM_017589697.2,NC_086019.1,+,2973745,2982398,8654,6,421.0,2526,5,1225.6
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_017589698.2,XM_017589698.2,NC_086019.1,+,2973745,2982398,8654,6,422.0,2532,5,1224.4
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_039090209.1,XM_039090209.1,NC_086019.1,+,2973745,2982398,8654,5,460.2,2301,4,1588.25
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_063273254.1,XM_063273254.1,NC_086019.1,+,2973745,2982398,8654,6,423.0,2538,5,1223.2
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_039090210.1,XM_039090210.1,NC_086019.1,+,2973745,2981532,7788,4,328.5,1314,3,2158.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_039090211.1,XM_039090211.1,NC_086019.1,+,2973745,2981532,7788,4,327.75,1311,3,2159.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-XM_017597049.3,XM_017597049.3,NC_086028.1,-,88262840,88285646,22807,3,671.3333333333334,2014,2,10396.5
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-XM_039085312.2,XM_039085312.2,NC_086028.1,-,88262840,88285010,22171,3,606.6666666666666,1820,2,10175.5
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-XM_039085309.2,XM_039085309.2,NC_086028.1,-,88262840,88284924,22085,3,608.0,1824,2,10130.5
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-XM_039085311.2,XM_039085311.2,NC_086028.1,-,88262840,88284924,22085,4,506.5,2026,3,6686.333333333333
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-XM_063268492.1,XM_063268492.1,NC_086028.1,-,88262840,88284924,22085,4,1102.0,4408,3,5892.333333333333
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-XM_039085310.2,XM_039085310.2,NC_086028.1,-,88262840,88284924,22085,4,527.25,2109,3,6658.666666666667
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc1__A4GG66.fasta,A4GG66,Gjc1,gene-Gjc1,Gjc1,gap junction protein%2C gamma 1,rna-NM_001085381.2,NM_001085381.2,NC_086028.1,-,88263238,88284237,21000,3,531.3333333333334,1594,2,9703.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc2__Q80XF7.fasta,Q80XF7,Gjc2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-XM_039090201.2,XM_039090201.2,NC_086019.1,+,164376,175214,10839,6,437.8333333333333,2627,5,1642.4
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc2__Q80XF7.fasta,Q80XF7,Gjc2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-XM_063273158.1,XM_063273158.1,NC_086019.1,+,164381,175234,10854,6,439.8333333333333,2639,5,1643.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjc2__Q80XF7.fasta,Q80XF7,Gjc2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-NM_001099461.2,NM_001099461.2,NC_086019.1,+,164474,175214,10741,6,419.5,2517,5,1644.8
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjd2__O70610.fasta,O70610,Gjd2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-XM_039090201.2,XM_039090201.2,NC_086019.1,+,164376,175214,10839,6,437.8333333333333,2627,5,1642.4
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjd2__O70610.fasta,O70610,Gjd2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-XM_063273158.1,XM_063273158.1,NC_086019.1,+,164381,175234,10854,6,439.8333333333333,2639,5,1643.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjd2__O70610.fasta,O70610,Gjd2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-NM_001099461.2,NM_001099461.2,NC_086019.1,+,164474,175214,10741,6,419.5,2517,5,1644.8
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJA1__Q29101.fasta,Q29101,GJA1,gene-GJA1,GJA1,gap junction protein alpha 1,rna-NM_001244212.1,NM_001244212.1,NC_010443.5,-,40988818,41002129,13312,2,1540.0,3080,1,10232.0
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJA4__Q29559.fasta,Q29559,GJA4,gene-GJA4,GJA4,gap junction protein alpha 4,rna-NM_001244224.1,NM_001244224.1,NC_010448.4,+,91045430,91048161,2732,2,793.5,1587,1,1145.0
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJC1__A4GVD1.fasta,A4GVD1,GJC1,gene-GJC1,GJC1,gap junction protein gamma 1,rna-XM_005668706.2,XM_005668706.2,NC_010454.4,+,18526060,18560221,34162,3,1976.6666666666667,5930,2,14116.0
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJC1__A4GVD1.fasta,A4GVD1,GJC1,gene-GJC1,GJC1,gap junction protein gamma 1,rna-XM_005668705.3,XM_005668705.3,NC_010454.4,+,18526578,18560221,33644,3,2007.3333333333333,6022,2,13811.0
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJC1__A4GVD1.fasta,A4GVD1,GJC1,gene-GJC1,GJC1,gap junction protein gamma 1,rna-XM_005668704.3,XM_005668704.3,NC_010454.4,+,18526922,18560221,33300,3,2049.0,6147,2,13576.5
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJC1__A4GVD1.fasta,A4GVD1,GJC1,gene-GJC1,GJC1,gap junction protein gamma 1,rna-XM_013980868.2,XM_013980868.2,NC_010454.4,+,18541065,18560221,19157,3,2143.3333333333335,6430,2,6363.5
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJC1__A4GVD1.fasta,A4GVD1,GJC1,gene-GJC1,GJC1,gap junction protein gamma 1,rna-XM_005668708.3,XM_005668708.3,NC_010454.4,+,18549268,18560221,10954,3,2950.3333333333335,8851,2,1051.5
connexin,Sus scrofa,project/data/references/connexins/Sus_scrofa/GJC1__A4GVD1.fasta,A4GVD1,GJC1,gene-GJC1,GJC1,gap junction protein gamma 1,rna-NM_001097519.1,NM_001097519.1,NC_010454.4,+,18554511,18555842,1332,1,1332.0,1332,0,0.0
connexin,Ursus americanus,project/data/references/connexins/Ursus_americanus/GJA1__A6XKM2.fasta,A6XKM2,GJA1,gene-GJA1,GJA1,GJA1,rna-XM_045798574.1,XM_045798574.1,NW_025577385.1,+,10416870,10430339,13470,2,1561.0,3122,1,10348.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gja1__P16863.fasta,P16863,gja1,gene-gja1.L,gja1.L,gap junction protein alpha 1 L homeolog,rna-NM_001085660.1,NM_001085660.1,NC_054379.1,-,75337286,75345666,8381,2,1950.0,3900,1,4481.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gja2__P16864.fasta,P16864,gja2,gene-cx38.S,cx38.S,connexin 38,rna-NM_001088018.1,NM_001088018.1,NC_054374.1,+,80649110,80652844,3735,2,685.5,1371,1,2364.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gja4__P51914.fasta,P51914,gja4,gene-gja4.L,gja4.L,gap junction protein alpha 4 L homeolog,rna-NM_001171972.1,NM_001171972.1,NC_054373.1,-,92773605,92779310,5706,2,1767.5,3535,1,2171.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gjb1__P08983.fasta,P08983,gjb1,gene-gjb1.L,gjb1.L,gap junction protein beta 1 L homeolog,rna-XM_018228691.2,XM_018228691.2,NC_054385.1,-,34999996,35010603,10608,2,743.0,1486,1,9122.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gjb1__P08983.fasta,P08983,gjb1,gene-gjb1.L,gjb1.L,gap junction protein beta 1 L homeolog,rna-XM_041571931.1,XM_041571931.1,NC_054385.1,-,34999996,35010359,10364,2,1035.5,2071,1,8293.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gjb1__P08983.fasta,P08983,gjb1,gene-gjb1.L,gjb1.L,gap junction protein beta 1 L homeolog,rna-XM_018228692.2,XM_018228692.2,NC_054385.1,-,34999996,35007560,7565,2,880.0,1760,1,5805.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gjb1__P08983.fasta,P08983,gjb1,gene-gjb1.L,gjb1.L,gap junction protein beta 1 L homeolog,rna-XM_018228690.2,XM_018228690.2,NC_054385.1,-,34999996,35007560,7565,2,881.5,1763,1,5802.0
connexin,Xenopus laevis,project/data/references/connexins/Xenopus_laevis/gjb1__P08983.fasta,P08983,gjb1,gene-gjb1.L,gjb1.L,gap junction protein beta 1 L homeolog,rna-NM_001101749.1,NM_001101749.1,NC_054385.1,-,35000301,35010450,10150,2,515.5,1031,1,9119.0
connexin,Xenopus tropicalis,project/data/references/connexins/Xenopus_tropicalis/gja4__Q0V990.fasta,Q0V990,gja4,gene-gja4,gja4,gap junction protein alpha 4,rna-NM_001079436.1,NM_001079436.1,NC_030678.2,+,89194786,89199855,5070,2,793.0,1586,1,3484.0
